link_id,evidence_ref,target_object_type,target_object_id,evidence_use,confidence,quote_or_summary,source_id,notes
EVLINK_0671,EV_PMC11828439,background_only,,background_only,medium,not_reported,SRC_PMC11828439,From studies.article_type
EVLINK_0672,EV_PMC11828630,background_only,,background_only,medium,not_reported,SRC_PMC11828630,From studies.article_type
EVLINK_0673,EV_PMC11828717,background_only,,background_only,medium,not_reported,SRC_PMC11828717,From studies.article_type
EVLINK_0674,EV_PMC11830608,background_only,,background_only,medium,not_reported,SRC_PMC11830608,From studies.article_type
EVLINK_0675,EV_PMC11841225,background_only,,background_only,medium,not_reported,SRC_PMC11841225,From studies.article_type
EVLINK_0676,EV_PMC11842388,background_only,,background_only,medium,not_reported,SRC_PMC11842388,From studies.article_type
EVLINK_0677,EV_PMC11852277,background_only,,background_only,medium,not_reported,SRC_PMC11852277,From studies.article_type
EVLINK_0678,EV_PMC11857250,background_only,,background_only,medium,not_reported,SRC_PMC11857250,From studies.article_type
EVLINK_0679,EV_PMC11896818,background_only,,background_only,medium,not_reported,SRC_PMC11896818,From studies.article_type
EVLINK_0680,EV_PMC11903437,background_only,,background_only,medium,not_reported,SRC_PMC11903437,From studies.article_type
EVLINK_0681,EV_PMC11906991,background_only,,background_only,medium,not_reported,SRC_PMC11906991,From studies.article_type
EVLINK_0682,EV_PMC11908070,background_only,,background_only,medium,not_reported,SRC_PMC11908070,From studies.article_type
EVLINK_0683,EV_PMC11910571,background_only,,background_only,medium,not_reported,SRC_PMC11910571,From studies.article_type
EVLINK_0684,EV_PMC11912640,background_only,,background_only,medium,not_reported,SRC_PMC11912640,From studies.article_type
EVLINK_0685,EV_PMC11922126,background_only,,background_only,medium,not_reported,SRC_PMC11922126,From studies.article_type
EVLINK_0686,EV_PMC11924667,background_only,,background_only,medium,not_reported,SRC_PMC11924667,From studies.article_type
EVLINK_0687,EV_PMC11934110,background_only,,background_only,medium,not_reported,SRC_PMC11934110,From studies.article_type
EVLINK_0688,EV_PMC11939202,background_only,,background_only,medium,not_reported,SRC_PMC11939202,From studies.article_type
EVLINK_0689,EV_PMC11946344,background_only,,background_only,medium,not_reported,SRC_PMC11946344,From studies.article_type
EVLINK_0690,EV_PMC11946373,background_only,,background_only,medium,not_reported,SRC_PMC11946373,From studies.article_type
EVLINK_0691,EV_PMC11950063,background_only,,background_only,medium,not_reported,SRC_PMC11950063,From studies.article_type
EVLINK_0692,EV_PMC11956216,background_only,,background_only,medium,not_reported,SRC_PMC11956216,From studies.article_type
EVLINK_0693,EV_PMC11979500,background_only,,background_only,medium,not_reported,SRC_PMC11979500,From studies.article_type
EVLINK_0694,EV_PMC11985426,background_only,,background_only,medium,not_reported,SRC_PMC11985426,From studies.article_type
EVLINK_0695,EV_PMC11988768,background_only,,background_only,medium,not_reported,SRC_PMC11988768,From studies.article_type
EVLINK_0696,EV_PMC12001566,background_only,,background_only,medium,not_reported,SRC_PMC12001566,From studies.article_type
EVLINK_0697,EV_PMC12005509,background_only,,background_only,medium,not_reported,SRC_PMC12005509,From studies.article_type
EVLINK_0698,EV_PMC12012285,background_only,,background_only,medium,not_reported,SRC_PMC12012285,From studies.article_type
EVLINK_0699,EV_PMC12025269,background_only,,background_only,medium,not_reported,SRC_PMC12025269,From studies.article_type
EVLINK_0700,EV_PMC12034530,background_only,,background_only,medium,not_reported,SRC_PMC12034530,From studies.article_type
EVLINK_0701,EV_PMC12035826,background_only,,background_only,medium,not_reported,SRC_PMC12035826,From studies.article_type
EVLINK_0702,EV_PMC12036635,background_only,,background_only,medium,not_reported,SRC_PMC12036635,From studies.article_type
EVLINK_0703,EV_PMC12049316,background_only,,background_only,medium,not_reported,SRC_PMC12049316,From studies.article_type
EVLINK_0704,EV_PMC12054330,background_only,,background_only,medium,not_reported,SRC_PMC12054330,From studies.article_type
EVLINK_0705,EV_PMC12076020,background_only,,background_only,medium,not_reported,SRC_PMC12076020,From studies.article_type
EVLINK_0706,EV_PMC12077575,background_only,,background_only,medium,not_reported,SRC_PMC12077575,From studies.article_type
EVLINK_0707,EV_PMC12084981,background_only,,background_only,medium,not_reported,SRC_PMC12084981,From studies.article_type
EVLINK_0708,EV_PMC12089058,background_only,,background_only,medium,not_reported,SRC_PMC12089058,From studies.article_type
EVLINK_0709,EV_PMC12097611,background_only,,background_only,medium,not_reported,SRC_PMC12097611,From studies.article_type
EVLINK_0710,EV_PMC12098621,background_only,,background_only,medium,not_reported,SRC_PMC12098621,From studies.article_type
EVLINK_0711,EV_PMC12110038,background_only,,background_only,medium,not_reported,SRC_PMC12110038,From studies.article_type
EVLINK_0712,EV_PMC12110572,background_only,,background_only,medium,not_reported,SRC_PMC12110572,From studies.article_type
EVLINK_0713,EV_PMC12119335,background_only,,background_only,medium,not_reported,SRC_PMC12119335,From studies.article_type
EVLINK_0714,EV_PMC12119631,background_only,,background_only,medium,not_reported,SRC_PMC12119631,From studies.article_type
EVLINK_0715,EV_PMC12135919,background_only,,background_only,medium,not_reported,SRC_PMC12135919,From studies.article_type
EVLINK_0716,EV_PMC12144309,background_only,,background_only,medium,not_reported,SRC_PMC12144309,From studies.article_type
EVLINK_0717,EV_PMC12151435,background_only,,background_only,medium,not_reported,SRC_PMC12151435,From studies.article_type
EVLINK_0718,EV_PMC12155569,background_only,,background_only,medium,not_reported,SRC_PMC12155569,From studies.article_type
EVLINK_0720,EV_PMC12176596,background_only,,background_only,medium,not_reported,SRC_PMC12176596,From studies.article_type
EVLINK_0721,EV_PMC12176816,background_only,,background_only,medium,not_reported,SRC_PMC12176816,From studies.article_type
EVLINK_0722,EV_PMC12206696,background_only,,background_only,medium,not_reported,SRC_PMC12206696,From studies.article_type
EVLINK_0723,EV_PMC12211333,background_only,,background_only,medium,not_reported,SRC_PMC12211333,From studies.article_type
EVLINK_0724,EV_PMC12211554,background_only,,background_only,medium,not_reported,SRC_PMC12211554,From studies.article_type
EVLINK_0725,EV_PMC12213380,background_only,,background_only,medium,not_reported,SRC_PMC12213380,From studies.article_type
EVLINK_0726,EV_PMC12215065,background_only,,background_only,medium,not_reported,SRC_PMC12215065,From studies.article_type
EVLINK_0727,EV_PMC12247563,background_only,,background_only,medium,not_reported,SRC_PMC12247563,From studies.article_type
EVLINK_0728,EV_PMC12258558,background_only,,background_only,medium,not_reported,SRC_PMC12258558,From studies.article_type
EVLINK_0729,EV_PMC12279310,background_only,,background_only,medium,not_reported,SRC_PMC12279310,From studies.article_type
EVLINK_0730,EV_PMC12286108,background_only,,background_only,medium,not_reported,SRC_PMC12286108,From studies.article_type
EVLINK_0731,EV_PMC12290587,background_only,,background_only,medium,not_reported,SRC_PMC12290587,From studies.article_type
EVLINK_0732,EV_PMC12292983,background_only,,background_only,medium,not_reported,SRC_PMC12292983,From studies.article_type
EVLINK_0733,EV_PMC12294917,background_only,,background_only,medium,not_reported,SRC_PMC12294917,From studies.article_type
EVLINK_0734,EV_PMC12296015,background_only,,background_only,medium,not_reported,SRC_PMC12296015,From studies.article_type
EVLINK_0735,EV_PMC12303396,background_only,,background_only,medium,not_reported,SRC_PMC12303396,From studies.article_type
EVLINK_0736,EV_PMC12313475,background_only,,background_only,medium,not_reported,SRC_PMC12313475,From studies.article_type
EVLINK_0737,EV_PMC12314427,background_only,,background_only,medium,not_reported,SRC_PMC12314427,From studies.article_type
EVLINK_0738,EV_PMC12318581,background_only,,background_only,medium,not_reported,SRC_PMC12318581,From studies.article_type
EVLINK_0739,EV_PMC12319745,background_only,,background_only,medium,not_reported,SRC_PMC12319745,From studies.article_type
EVLINK_0740,EV_PMC12319781,background_only,,background_only,medium,not_reported,SRC_PMC12319781,From studies.article_type
EVLINK_0741,EV_PMC12322209,background_only,,background_only,medium,not_reported,SRC_PMC12322209,From studies.article_type
EVLINK_0742,EV_PMC12368614,background_only,,background_only,medium,not_reported,SRC_PMC12368614,From studies.article_type
EVLINK_0743,EV_PMC12375792,background_only,,background_only,medium,not_reported,SRC_PMC12375792,From studies.article_type
EVLINK_0744,EV_PMC12382210,background_only,,background_only,medium,not_reported,SRC_PMC12382210,From studies.article_type
EVLINK_0745,EV_PMC12384115,background_only,,background_only,medium,not_reported,SRC_PMC12384115,From studies.article_type
EVLINK_0746,EV_PMC12389796,background_only,,background_only,medium,not_reported,SRC_PMC12389796,From studies.article_type
EVLINK_0747,EV_PMC12390546,background_only,,background_only,medium,not_reported,SRC_PMC12390546,From studies.article_type
EVLINK_0748,EV_PMC12394502,background_only,,background_only,medium,not_reported,SRC_PMC12394502,From studies.article_type
EVLINK_0749,EV_PMC12395922,background_only,,background_only,medium,not_reported,SRC_PMC12395922,From studies.article_type
EVLINK_0750,EV_PMC12413766,background_only,,background_only,medium,not_reported,SRC_PMC12413766,From studies.article_type
EVLINK_0751,EV_PMC12424754,background_only,,background_only,medium,not_reported,SRC_PMC12424754,From studies.article_type
EVLINK_0752,EV_PMC12430896,background_only,,background_only,medium,not_reported,SRC_PMC12430896,From studies.article_type
EVLINK_0753,EV_PMC12431000,background_only,,background_only,medium,not_reported,SRC_PMC12431000,From studies.article_type
EVLINK_0754,EV_PMC12431421,background_only,,background_only,medium,not_reported,SRC_PMC12431421,From studies.article_type
EVLINK_0755,EV_PMC12433872,background_only,,background_only,medium,not_reported,SRC_PMC12433872,From studies.article_type
EVLINK_0756,EV_PMC12447979,background_only,,background_only,medium,not_reported,SRC_PMC12447979,From studies.article_type
EVLINK_0757,EV_PMC12451471,background_only,,background_only,medium,not_reported,SRC_PMC12451471,From studies.article_type
EVLINK_0758,EV_PMC12460188,background_only,,background_only,medium,not_reported,SRC_PMC12460188,From studies.article_type
EVLINK_0759,EV_PMC12464127,background_only,,background_only,medium,not_reported,SRC_PMC12464127,From studies.article_type
EVLINK_0760,EV_PMC12467443,background_only,,background_only,medium,not_reported,SRC_PMC12467443,From studies.article_type
EVLINK_0761,EV_PMC12467613,background_only,,background_only,medium,not_reported,SRC_PMC12467613,From studies.article_type
EVLINK_0762,EV_PMC12467839,background_only,,background_only,medium,not_reported,SRC_PMC12467839,From studies.article_type
EVLINK_0763,EV_PMC12473395,background_only,,background_only,medium,not_reported,SRC_PMC12473395,From studies.article_type
EVLINK_0764,EV_PMC12476264,background_only,,background_only,medium,not_reported,SRC_PMC12476264,From studies.article_type
EVLINK_0765,EV_PMC12481472,background_only,,background_only,medium,not_reported,SRC_PMC12481472,From studies.article_type
EVLINK_0766,EV_PMC12487057,background_only,,background_only,medium,not_reported,SRC_PMC12487057,From studies.article_type
EVLINK_0767,EV_PMC12489784,background_only,,background_only,medium,not_reported,SRC_PMC12489784,From studies.article_type
EVLINK_0768,EV_PMC12496052,background_only,,background_only,medium,not_reported,SRC_PMC12496052,From studies.article_type
EVLINK_0769,EV_PMC12503683,background_only,,background_only,medium,not_reported,SRC_PMC12503683,From studies.article_type
EVLINK_0771,EV_PMC12504255,background_only,,background_only,medium,not_reported,SRC_PMC12504255,From studies.article_type
EVLINK_0772,EV_PMC12517010,background_only,,background_only,medium,not_reported,SRC_PMC12517010,From studies.article_type
EVLINK_0773,EV_PMC12521986,background_only,,background_only,medium,not_reported,SRC_PMC12521986,From studies.article_type
EVLINK_0774,EV_PMC12522307,background_only,,background_only,medium,not_reported,SRC_PMC12522307,From studies.article_type
EVLINK_0775,EV_PMC12523035,background_only,,background_only,medium,not_reported,SRC_PMC12523035,From studies.article_type
EVLINK_0776,EV_PMC12524852,background_only,,background_only,medium,not_reported,SRC_PMC12524852,From studies.article_type
EVLINK_0777,EV_PMC12526594,background_only,,background_only,medium,not_reported,SRC_PMC12526594,From studies.article_type
EVLINK_0778,EV_PMC12562941,background_only,,background_only,medium,not_reported,SRC_PMC12562941,From studies.article_type
EVLINK_0779,EV_PMC12594995,background_only,,background_only,medium,not_reported,SRC_PMC12594995,From studies.article_type
EVLINK_0780,EV_PMC12619298,background_only,,background_only,medium,not_reported,SRC_PMC12619298,From studies.article_type
EVLINK_0781,EV_PMC12631896,background_only,,background_only,medium,not_reported,SRC_PMC12631896,From studies.article_type
EVLINK_0782,EV_PMC12640596,background_only,,background_only,medium,not_reported,SRC_PMC12640596,From studies.article_type
EVLINK_0783,EV_PMC12645990,background_only,,background_only,medium,not_reported,SRC_PMC12645990,From studies.article_type
EVLINK_0784,EV_PMC12647615,background_only,,background_only,medium,not_reported,SRC_PMC12647615,From studies.article_type
EVLINK_0785,EV_PMC12651047,background_only,,background_only,medium,not_reported,SRC_PMC12651047,From studies.article_type
EVLINK_0786,EV_PMC12661853,background_only,,background_only,medium,not_reported,SRC_PMC12661853,From studies.article_type
EVLINK_0787,EV_PMC12669267,background_only,,background_only,medium,not_reported,SRC_PMC12669267,From studies.article_type
EVLINK_0788,EV_PMC12680568,background_only,,background_only,medium,not_reported,SRC_PMC12680568,From studies.article_type
